,iid,gender,partner,pid,match,samerace,age_o,race_o,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,income,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
2926,209,0,19,232.0,0,0,31.0,2.0,17.78,17.78,17.78,13.33,15.56,7.0,7.0,6.0,7.0,5.0,6.0,4.0,2.0,28.0,13.0,1.0,7.0,3.0,30855.0,6.0,2.0,7.0,3.0,2.0,6.0,8.0,5.0,5.0,6.0,8.0,8.0,3.0,6.0,7.0,8.0,7.0,10.0,3.0,3.0
2928,210,0,1,214.0,1,1,23.0,2.0,21.28,17.02,21.28,14.89,8.51,8.0,8.0,8.0,8.0,7.0,10.0,8.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2929,210,0,2,215.0,1,0,26.0,4.0,19.15,21.28,19.15,14.89,10.64,8.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2930,210,0,3,216.0,0,1,27.0,2.0,17.5,20.0,22.5,12.5,20.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2931,210,0,4,217.0,0,1,26.0,2.0,17.02,21.28,12.77,6.38,21.28,7.0,7.0,6.0,5.0,6.0,5.0,7.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2932,210,0,5,218.0,0,1,24.0,2.0,5.13,23.08,12.82,17.95,20.51,4.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2934,210,0,7,220.0,0,0,25.0,6.0,16.67,16.67,16.67,14.81,18.52,9.0,9.0,9.0,9.0,9.0,10.0,8.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2935,210,0,8,221.0,0,0,27.0,4.0,17.78,17.78,17.78,17.78,13.33,7.0,7.0,6.0,6.0,4.0,6.0,4.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2936,210,0,9,222.0,0,1,27.0,2.0,19.05,23.81,19.05,4.76,23.81,6.0,9.0,6.0,5.0,5.0,9.0,8.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2937,210,0,10,223.0,0,1,28.0,2.0,17.39,19.57,19.57,10.87,15.22,9.0,9.0,8.0,7.0,7.0,8.0,6.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2938,210,0,11,224.0,0,1,32.0,2.0,17.24,17.24,17.24,13.79,17.24,3.0,8.0,3.0,5.0,5.0,4.0,1.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2939,210,0,12,225.0,0,0,28.0,3.0,14.71,14.71,14.71,20.59,20.59,6.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2940,210,0,13,226.0,0,1,23.0,2.0,17.95,15.38,20.51,10.26,10.26,9.0,9.0,7.0,7.0,7.0,7.0,6.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2941,210,0,14,227.0,0,1,26.0,2.0,16.0,18.0,16.0,16.0,14.0,8.0,7.0,7.0,7.0,6.0,5.0,4.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2942,210,0,15,228.0,0,0,24.0,4.0,18.92,21.62,13.51,13.51,18.92,6.0,6.0,7.0,6.0,5.0,6.0,5.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2943,210,0,16,229.0,1,1,28.0,2.0,16.67,21.43,16.67,11.9,11.9,8.0,7.0,5.0,6.0,3.0,7.0,5.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2944,210,0,17,230.0,0,1,42.0,2.0,23.81,23.81,23.81,2.38,2.38,8.0,8.0,7.0,5.0,7.0,7.0,6.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2945,210,0,18,231.0,0,0,30.0,3.0,20.93,23.26,23.26,2.33,11.63,7.0,7.0,6.0,6.0,5.0,5.0,6.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2946,210,0,19,232.0,0,1,31.0,2.0,17.78,17.78,17.78,13.33,15.56,7.0,7.0,7.0,6.0,7.0,6.0,5.0,2.0,29.0,10.0,2.0,10.0,4.0,46800.0,6.0,3.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
2969,212,0,2,215.0,1,0,26.0,4.0,19.15,21.28,19.15,14.89,10.64,8.0,7.0,7.0,8.0,6.0,6.0,5.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2970,212,0,3,216.0,0,0,27.0,2.0,17.5,20.0,22.5,12.5,20.0,8.0,9.0,9.0,9.0,9.0,7.0,6.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2971,212,0,4,217.0,1,0,26.0,2.0,17.02,21.28,12.77,6.38,21.28,10.0,8.0,8.0,6.0,6.0,8.0,8.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2972,212,0,5,218.0,0,0,24.0,2.0,5.13,23.08,12.82,17.95,20.51,5.0,6.0,6.0,6.0,5.0,5.0,4.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2973,212,0,6,219.0,1,0,26.0,2.0,16.28,18.6,16.28,16.28,16.28,8.0,8.0,8.0,6.0,7.0,8.0,6.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2974,212,0,7,220.0,0,0,25.0,6.0,16.67,16.67,16.67,14.81,18.52,8.0,9.0,9.0,8.0,9.0,9.0,9.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2975,212,0,8,221.0,1,0,27.0,4.0,17.78,17.78,17.78,17.78,13.33,8.0,8.0,8.0,8.0,6.0,7.0,6.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2976,212,0,9,222.0,0,0,27.0,2.0,19.05,23.81,19.05,4.76,23.81,6.0,6.0,8.0,5.0,6.0,9.0,8.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2977,212,0,10,223.0,0,0,28.0,2.0,17.39,19.57,19.57,10.87,15.22,7.0,8.0,8.0,7.0,5.0,7.0,3.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2978,212,0,11,224.0,1,0,32.0,2.0,17.24,17.24,17.24,13.79,17.24,8.0,6.0,6.0,5.0,5.0,7.0,6.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2979,212,0,12,225.0,0,1,28.0,3.0,14.71,14.71,14.71,20.59,20.59,5.0,5.0,7.0,5.0,4.0,6.0,7.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2980,212,0,13,226.0,1,0,23.0,2.0,17.95,15.38,20.51,10.26,10.26,7.0,8.0,8.0,7.0,7.0,8.0,7.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2981,212,0,14,227.0,0,0,26.0,2.0,16.0,18.0,16.0,16.0,14.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2982,212,0,15,228.0,1,0,24.0,4.0,18.92,21.62,13.51,13.51,18.92,6.0,7.0,7.0,6.0,6.0,6.0,4.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2983,212,0,16,229.0,0,0,28.0,2.0,16.67,21.43,16.67,11.9,11.9,8.0,7.0,4.0,4.0,3.0,5.0,4.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2984,212,0,17,230.0,0,0,42.0,2.0,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,7.0,6.0,3.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2985,212,0,18,231.0,1,1,30.0,3.0,20.93,23.26,23.26,2.33,11.63,8.0,7.0,6.0,7.0,10.0,5.0,10.0,1.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
2986,212,0,19,232.0,0,0,31.0,2.0,17.78,17.78,17.78,13.33,15.56,9.0,9.0,10.0,8.0,7.0,8.0,5.0,2.0,27.0,8.0,3.0,3.0,6.0,45695.0,5.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
3008,214,1,1,194.0,0,1,24.0,2.0,16.0,20.0,16.0,18.0,14.0,8.0,10.0,8.0,10.0,7.0,7.0,5.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3009,214,1,2,195.0,0,1,27.0,2.0,19.23,19.23,19.23,13.46,13.46,7.0,10.0,8.0,9.0,9.0,10.0,1.0,1.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3010,214,1,3,196.0,1,0,25.0,4.0,17.65,17.65,15.69,15.69,15.69,8.0,7.0,9.0,8.0,5.0,6.0,5.0,1.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3011,214,1,4,197.0,0,0,24.0,6.0,18.0,20.0,18.0,16.0,14.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3012,214,1,5,198.0,0,0,23.0,4.0,19.23,17.31,19.23,9.62,19.23,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3013,214,1,6,199.0,0,1,30.0,2.0,17.5,20.0,12.5,20.0,12.5,10.0,10.0,5.0,6.0,5.0,7.0,8.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3016,214,1,9,202.0,0,1,22.0,2.0,19.23,19.23,19.23,15.38,11.54,9.0,8.0,8.0,7.0,5.0,8.0,7.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3018,214,1,11,204.0,0,1,26.0,2.0,15.69,17.65,15.69,17.65,13.73,6.0,7.0,8.0,7.0,6.0,7.0,6.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3019,214,1,12,205.0,0,1,23.0,2.0,17.31,19.23,19.23,11.54,17.31,6.0,7.0,6.0,7.0,5.0,6.0,6.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3020,214,1,13,206.0,0,0,31.0,1.0,16.67,20.83,18.75,16.67,12.5,7.0,7.0,6.0,9.0,1.0,4.0,4.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3021,214,1,14,207.0,0,1,23.0,2.0,13.46,17.31,19.23,19.23,13.46,6.0,6.0,4.0,4.0,4.0,4.0,8.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3022,214,1,15,208.0,0,0,25.0,1.0,13.46,19.23,19.23,19.23,17.31,8.0,8.0,8.0,8.0,7.0,6.0,5.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3025,214,1,18,211.0,0,1,28.0,2.0,16.36,18.18,18.18,16.36,14.55,8.0,10.0,7.0,9.0,2.0,7.0,6.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3026,214,1,19,212.0,0,0,27.0,3.0,18.37,18.37,16.33,18.37,14.29,7.0,8.0,7.0,9.0,5.0,6.0,5.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3027,214,1,20,213.0,0,0,25.0,3.0,17.24,17.24,17.24,17.24,15.52,9.0,10.0,7.0,7.0,6.0,8.0,6.0,2.0,23.0,10.0,2.0,6.0,8.0,46792.0,6.0,2.0,2.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,3.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
3028,215,1,1,194.0,0,0,24.0,2.0,16.0,20.0,16.0,18.0,14.0,9.0,9.0,9.0,9.0,7.0,8.0,6.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3029,215,1,2,195.0,1,0,27.0,2.0,19.23,19.23,19.23,13.46,13.46,8.0,9.0,9.0,8.0,9.0,10.0,8.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3030,215,1,3,196.0,0,1,25.0,4.0,17.65,17.65,15.69,15.69,15.69,6.0,7.0,6.0,7.0,5.0,6.0,5.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3031,215,1,4,197.0,0,0,24.0,6.0,18.0,20.0,18.0,16.0,14.0,8.0,8.0,8.0,8.0,1.0,4.0,6.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3032,215,1,5,198.0,0,1,23.0,4.0,19.23,17.31,19.23,9.62,19.23,5.0,5.0,6.0,6.0,5.0,6.0,4.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3033,215,1,6,199.0,1,0,30.0,2.0,17.5,20.0,12.5,20.0,12.5,6.0,8.0,6.0,8.0,5.0,8.0,8.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3035,215,1,8,201.0,0,0,25.0,2.0,17.31,17.31,17.31,17.31,15.38,8.0,8.0,8.0,8.0,7.0,7.0,6.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3036,215,1,9,202.0,0,0,22.0,2.0,19.23,19.23,19.23,15.38,11.54,8.0,7.0,8.0,9.0,7.0,8.0,5.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3037,215,1,10,203.0,0,0,22.0,2.0,20.0,18.0,20.0,18.0,8.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3038,215,1,11,204.0,0,0,26.0,2.0,15.69,17.65,15.69,17.65,13.73,7.0,9.0,8.0,8.0,6.0,8.0,2.0,1.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3039,215,1,12,205.0,0,0,23.0,2.0,17.31,19.23,19.23,11.54,17.31,8.0,8.0,8.0,8.0,8.0,9.0,5.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3040,215,1,13,206.0,0,0,31.0,1.0,16.67,20.83,18.75,16.67,12.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3041,215,1,14,207.0,0,0,23.0,2.0,13.46,17.31,19.23,19.23,13.46,9.0,10.0,8.0,10.0,7.0,7.0,9.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3042,215,1,15,208.0,1,0,25.0,1.0,13.46,19.23,19.23,19.23,17.31,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3044,215,1,17,210.0,1,0,29.0,2.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,9.0,9.0,10.0,6.0,6.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3045,215,1,18,211.0,0,0,28.0,2.0,16.36,18.18,18.18,16.36,14.55,7.0,8.0,5.0,10.0,7.0,5.0,5.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3046,215,1,19,212.0,1,0,27.0,3.0,18.37,18.37,16.33,18.37,14.29,6.0,8.0,7.0,8.0,7.0,7.0,7.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3047,215,1,20,213.0,0,0,25.0,3.0,17.24,17.24,17.24,17.24,15.52,9.0,9.0,7.0,9.0,6.0,7.0,6.0,2.0,26.0,8.0,4.0,3.0,1.0,53501.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0
3048,216,1,1,194.0,0,1,24.0,2.0,16.0,20.0,16.0,18.0,14.0,8.0,8.0,6.0,8.0,5.0,5.0,5.0,2.0,27.0,8.0,2.0,7.0,1.0,55080.0,5.0,3.0,7.0,2.0,1.0,2.0,7.0,7.0,5.0,3.0,5.0,1.0,13.0,6.0,6.0,7.0,6.0,5.0,2.0,1.0
3049,216,1,2,195.0,0,1,27.0,2.0,19.23,19.23,19.23,13.46,13.46,8.0,7.0,6.0,8.0,6.0,6.0,7.0,2.0,27.0,8.0,2.0,7.0,1.0,55080.0,5.0,3.0,7.0,2.0,1.0,2.0,7.0,7.0,5.0,3.0,5.0,1.0,13.0,6.0,6.0,7.0,6.0,5.0,2.0,1.0
3051,216,1,4,197.0,0,0,24.0,6.0,18.0,20.0,18.0,16.0,14.0,6.0,7.0,7.0,7.0,4.0,4.0,5.0,2.0,27.0,8.0,2.0,7.0,1.0,55080.0,5.0,3.0,7.0,2.0,1.0,2.0,7.0,7.0,5.0,3.0,5.0,1.0,13.0,6.0,6.0,7.0,6.0,5.0,2.0,1.0
3052,216,1,5,198.0,0,0,23.0,4.0,19.23,17.31,19.23,9.62,19.23,4.0,5.0,6.0,6.0,7.0,5.0,4.0,2.0,27.0,8.0,2.0,7.0,1.0,55080.0,5.0,3.0,7.0,2.0,1.0,2.0,7.0,7.0,5.0,3.0,5.0,1.0,13.0,6.0,6.0,7.0,6.0,5.0,2.0,1.0
3053,216,1,6,199.0,0,1,30.0,2.0,17.5,20.0,12.5,20.0,12.5,6.0,6.0,6.0,7.0,2.0,3.0,7.0,2.0,27.0,8.0,2.0,7.0,1.0,55080.0,5.0,3.0,7.0,2.0,1.0,2.0,7.0,7.0,5.0,3.0,5.0,1.0,13.0,6.0,6.0,7.0,6.0,5.0,2.0,1.0
